@relation person_id-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 {1,2,3,4,5,}

@data
0.065038,0.047007,0.058268,0.065639,0.071611,0.053923,0.059472,0.079042,0.018663,0.013639,0.015573,0.015468,0.017286,0.015446,0.019321,0.025709,0.017762,0.01224,0.01377,0.012173,0.012906,0.010641,0.013156,0.020184,0.014768,0.0095514,0.013361,0.018443,0.019215,0.017176,0.016318,0.019983,0.013846,0.011577,0.015564,0.019555,0.022203,0.01066,0.010677,0.013166,1
0.065502,0.046968,0.055623,0.062155,0.074064,0.057081,0.059033,0.079574,0.019551,0.013738,0.014958,0.015396,0.018158,0.016472,0.018909,0.027498,0.01762,0.012091,0.013291,0.011189,0.013208,0.011686,0.012954,0.019704,0.015718,0.010602,0.012534,0.017114,0.020723,0.018652,0.017513,0.020737,0.012612,0.010538,0.014839,0.018456,0.021974,0.010271,0.0096578,0.011635,1
0.060228,0.046252,0.059084,0.065355,0.07283,0.054543,0.061176,0.080533,0.016324,0.013235,0.015916,0.015651,0.017863,0.015459,0.02041,0.026416,0.014225,0.01123,0.0127,0.010088,0.011946,0.0099339,0.012087,0.018289,0.015442,0.010096,0.014197,0.019949,0.019325,0.017547,0.017946,0.021721,0.014236,0.011691,0.016271,0.019666,0.023697,0.011603,0.010733,0.014107,1
0.069005,0.032837,0.041333,0.071085,0.094645,0.030763,0.039934,0.1204,0.035822,0.014863,0.012092,0.02029,0.018091,0.012206,0.019317,0.04234,0.016112,0.0085597,0.0081067,0.0035097,0.0042442,0.00398,0.006201,0.048137,0.010911,0.0048487,0.013271,0.034007,0.020107,0.0072566,0.01028,0.02366,0.0061597,0.0045649,0.007863,0.013277,0.052203,0.0073208,0.0041362,0.0062617,2
0.040751,0.03053,0.069068,0.083171,0.089895,0.041491,0.068691,0.076404,0.0089628,0.011971,0.014771,0.011837,0.015721,0.014692,0.01598,0.012666,0.016285,0.0069902,0.0069491,0.0063429,0.0062779,0.004466,0.0091324,0.031794,0.011887,0.0055387,0.03533,0.047833,0.021868,0.010968,0.035379,0.02474,0.0036155,0.00603,0.012018,0.017159,0.046028,0.011365,0.0081997,0.0072033,2
0.057778,0.045614,0.052614,0.06414,0.10305,0.04745,0.049556,0.079798,0.025361,0.021095,0.0087252,0.014008,0.015281,0.018075,0.017446,0.021444,0.016893,0.0086365,0.0074084,0.0026446,0.0036547,0.0055847,0.0072873,0.034133,0.010657,0.0084395,0.028685,0.03473,0.026988,0.014613,0.019872,0.019496,0.0048677,0.0074431,0.0077961,0.012758,0.057124,0.0091779,0.0049504,0.0047257,2
0.047593,0.037739,0.058548,0.075306,0.11639,0.046093,0.05451,0.063825,0.01254,0.013581,0.0094868,0.0089338,0.016702,0.014159,0.0099001,0.0086027,0.013842,0.0076127,0.0057402,0.0067477,0.0072565,0.0056754,0.0079562,0.027044,0.01446,0.0081402,0.033864,0.047793,0.027815,0.016606,0.02997,0.021339,0.0067512,0.0084058,0.0094562,0.011832,0.064611,0.0096526,0.0066839,0.0068393,2
0.068814,0.05116,0.04536,0.053935,0.073408,0.038738,0.044888,0.1237,0.034743,0.022076,0.014368,0.027733,0.024582,0.01449,0.017765,0.053096,0.018183,0.010189,0.0062957,0.0070204,0.010429,0.0075419,0.008929,0.048202,0.011509,0.011743,0.015249,0.012574,0.012287,0.011644,0.012594,0.018857,0.0043783,0.007152,0.0094473,0.0066082,0.02611,0.0050623,0.005599,0.0035427,2
0.070866,0.04661,0.046208,0.056992,0.10802,0.042809,0.035478,0.09302,0.027992,0.014249,0.009001,0.014479,0.016104,0.011175,0.01817,0.034034,0.021339,0.01884,0.013376,0.0074646,0.0078112,0.012968,0.0051521,0.037942,0.015139,0.005881,0.010268,0.019778,0.027483,0.0087087,0.0069371,0.013136,0.0063956,0.0076404,0.013563,0.015271,0.056618,0.0099573,0.0052185,0.0079082,2
0.066304,0.042357,0.049587,0.068946,0.099149,0.038453,0.046972,0.088232,0.033934,0.019359,0.01579,0.020147,0.019644,0.014851,0.020221,0.031671,0.016264,0.0092228,0.0069894,0.0038433,0.0074497,0.0040203,0.0063048,0.03114,0.010496,0.0094944,0.01937,0.034359,0.022484,0.011116,0.016638,0.018822,0.0056101,0.0042806,0.0074381,0.010597,0.049573,0.0084658,0.0038088,0.0065986,2
0.064312,0.040598,0.061295,0.070121,0.082758,0.043189,0.060076,0.077652,0.03216,0.019037,0.014059,0.012419,0.014009,0.015392,0.020759,0.023533,0.017128,0.0088042,0.00535,0.0043182,0.0060979,0.0057591,0.0095484,0.028089,0.010814,0.0077808,0.03414,0.039751,0.02112,0.012801,0.024052,0.019695,0.0042091,0.0049752,0.007746,0.013633,0.041531,0.0092365,0.0057166,0.0063348,2
0.073883,0.046281,0.049126,0.048477,0.084581,0.041732,0.050199,0.10572,0.036595,0.020146,0.017005,0.02431,0.027891,0.014562,0.023377,0.038566,0.017915,0.01169,0.0062931,0.0043869,0.0077815,0.0081269,0.0083154,0.039885,0.010956,0.008063,0.015657,0.01111,0.011904,0.0090179,0.012432,0.017235,0.0084177,0.0063828,0.010171,0.0086705,0.037004,0.010026,0.0060745,0.010035,2
0.061635,0.044357,0.055404,0.07209,0.095858,0.040533,0.047362,0.082761,0.0306,0.016073,0.012672,0.018766,0.015045,0.01264,0.018223,0.028937,0.016526,0.015515,0.0081483,0.0039097,0.0080245,0.0077356,0.0056438,0.029284,0.0089316,0.0076807,0.026977,0.039157,0.023812,0.012345,0.019613,0.019702,0.0055775,0.0050886,0.0076069,0.010256,0.048976,0.0078124,0.0038823,0.0048374,2
0.069682,0.073037,0.051978,0.064387,0.074874,0.050642,0.043205,0.072196,0.029279,0.014063,0.0052829,0.0052486,0.024918,0.022535,0.0087729,0.017703,0.012813,0.036018,0.011507,0.020716,0.0077168,0.0051652,0.012615,0.016642,0.0021163,0.0041164,0.019941,0.027888,0.019694,0.011194,0.016021,0.030181,0.025474,0.018839,0.015246,0.010535,0.022545,0.011747,0.0057958,0.0076708,3
0.061881,0.088284,0.050208,0.052711,0.089136,0.044743,0.034414,0.078623,0.028365,0.015201,0.0063951,0.006715,0.026956,0.017469,0.010199,0.02214,0.012114,0.047798,0.0091903,0.015244,0.010747,0.010044,0.0052572,0.014525,0.0019102,0.0078822,0.016149,0.01997,0.03276,0.011275,0.011099,0.03724,0.019491,0.017403,0.018474,0.010783,0.018673,0.0059555,0.007859,0.0047186,3
0.066406,0.086023,0.053741,0.055518,0.082634,0.041324,0.036691,0.077663,0.030952,0.020466,0.002105,0.0073201,0.030028,0.01634,0.011152,0.024136,0.010522,0.045279,0.0087033,0.016619,0.0080969,0.010586,0.005132,0.01423,0.0023823,0.001571,0.021384,0.021145,0.029788,0.010385,0.01076,0.035299,0.02255,0.018707,0.021549,0.010434,0.014721,0.0040131,0.009647,0.0039975,3
0.069196,0.084253,0.057448,0.054762,0.083,0.044537,0.030542,0.076262,0.030135,0.019356,0.0023357,0.0073587,0.029081,0.017707,0.0085205,0.022209,0.010464,0.046745,0.0088036,0.016556,0.008618,0.011235,0.0043003,0.014186,0.0036279,0.0009215,0.022898,0.020733,0.029464,0.010744,0.0085504,0.034959,0.024969,0.01723,0.023411,0.010115,0.015838,0.0048522,0.0091711,0.0049084,3
0.062035,0.078064,0.051691,0.052004,0.094061,0.037974,0.040046,0.084126,0.032021,0.011599,0.00869,0.0028379,0.040672,0.021463,0.0092641,0.025198,0.011842,0.040451,0.010889,0.011098,0.0089078,0.0051064,0.005265,0.018739,0.0030479,0.0069784,0.017581,0.026316,0.025518,0.0079899,0.020374,0.036155,0.015123,0.019035,0.014532,0.011751,0.018963,0.0034139,0.0051428,0.0040349,3
0.063213,0.077956,0.053363,0.055436,0.082962,0.048256,0.045057,0.073757,0.034516,0.0088537,0.0076351,0.0039557,0.034346,0.023554,0.010376,0.023669,0.0094281,0.045895,0.0091384,0.014065,0.0063592,0.0082516,0.0054716,0.012829,0.0025199,0.0070487,0.015933,0.028582,0.026734,0.010694,0.021845,0.03304,0.016749,0.016158,0.020656,0.0088331,0.015522,0.0057569,0.0073642,0.0042187,3
0.065434,0.082406,0.05295,0.060677,0.088996,0.04133,0.02818,0.080027,0.031655,0.012066,0.0051541,0.009551,0.027546,0.015414,0.0094036,0.023371,0.0087143,0.0484,0.010534,0.018176,0.0095173,0.0086364,0.0084542,0.016747,0.0035589,0.0035343,0.015153,0.023381,0.032779,0.0098976,0.0052272,0.036435,0.021506,0.018406,0.022109,0.0095695,0.019154,0.0073819,0.0050952,0.0034741,3
0.068916,0.076881,0.051477,0.05875,0.090807,0.042413,0.030269,0.080487,0.032385,0.011878,0.0066005,0.0079731,0.029724,0.018409,0.0093285,0.023394,0.013763,0.043704,0.010666,0.014133,0.0089136,0.0069142,0.0078704,0.01264,0.0045022,0.0038296,0.013218,0.024544,0.033479,0.0094333,0.0070608,0.0377,0.018266,0.01747,0.020992,0.0121,0.018691,0.0076567,0.0060093,0.0067532,3
0.078847,0.048911,0.054552,0.080601,0.084111,0.042792,0.040148,0.070037,0.042012,0.019984,0.0082976,0.0077411,0.033967,0.014322,0.011639,0.015329,0.018634,0.018874,0.011371,0.029121,0.013665,0.012933,0.0090842,0.019593,0.0088079,0.0052377,0.013918,0.025907,0.010912,0.0066834,0.012245,0.017372,0.0093939,0.0048158,0.020966,0.017831,0.025567,0.0088536,0.0071788,0.017744,4
0.073895,0.052587,0.055272,0.088733,0.07802,0.047792,0.040688,0.063014,0.036309,0.022179,0.0079499,0.0085648,0.030856,0.016443,0.012439,0.013205,0.018648,0.019845,0.010448,0.031463,0.012536,0.012496,0.0088383,0.020958,0.0094494,0.0060751,0.015313,0.034395,0.013265,0.010372,0.013217,0.015976,0.0094875,0.0044872,0.021561,0.014311,0.021363,0.0084813,0.0061935,0.012875,4
0.071758,0.046903,0.057897,0.0946,0.078491,0.041435,0.036683,0.072232,0.033027,0.015365,0.0099636,0.0086248,0.029263,0.013581,0.010477,0.016182,0.017664,0.01853,0.012304,0.03118,0.01354,0.013058,0.0084029,0.022588,0.011251,0.0067088,0.014286,0.038741,0.013116,0.0087287,0.012726,0.017375,0.0098166,0.0062995,0.021344,0.016054,0.022572,0.0060667,0.0050771,0.016087,4
0.070067,0.044067,0.056747,0.094939,0.076489,0.045241,0.044956,0.067494,0.036164,0.024441,0.0085232,0.0048575,0.035695,0.016174,0.013099,0.013011,0.016471,0.0091715,0.0086965,0.035869,0.012085,0.011779,0.0079118,0.020352,0.0073724,0.0062154,0.02062,0.038053,0.010013,0.0083134,0.016924,0.018938,0.010061,0.0042392,0.018908,0.016159,0.018696,0.0089745,0.0070206,0.015193,4
0.074234,0.041015,0.051394,0.096012,0.077842,0.044501,0.043266,0.071737,0.039599,0.021094,0.0096305,0.0067903,0.032898,0.016609,0.01288,0.014638,0.014896,0.010344,0.0072738,0.033336,0.012181,0.011349,0.0084943,0.02145,0.0092595,0.0053062,0.01443,0.039192,0.011264,0.0081883,0.015459,0.020262,0.01048,0.0042704,0.020059,0.016694,0.021499,0.0083539,0.0064314,0.015386,4
0.080149,0.049147,0.048905,0.077695,0.067504,0.050147,0.050883,0.07557,0.050416,0.020464,0.014914,0.015143,0.031253,0.020618,0.015112,0.023182,0.0077269,0.009629,0.00776,0.016357,0.0050079,0.0056742,0.010893,0.027761,0.01235,0.011621,0.018762,0.036037,0.017326,0.015653,0.018821,0.019542,0.0096564,0.0074343,0.0074685,0.010158,0.013917,0.008202,0.0060574,0.0050846,4
0.072537,0.05234,0.052892,0.080638,0.059845,0.052397,0.050527,0.078822,0.043651,0.021746,0.016595,0.012659,0.028472,0.019125,0.014824,0.021357,0.0076621,0.011072,0.0079969,0.016672,0.0053225,0.0067172,0.0095646,0.02943,0.012582,0.012642,0.019439,0.039002,0.013584,0.017148,0.017843,0.02209,0.0086423,0.0068805,0.0088613,0.012305,0.012467,0.0094073,0.0082959,0.0059459,4
0.080912,0.053986,0.056299,0.072465,0.06336,0.049073,0.047595,0.07631,0.049379,0.021359,0.0162,0.013162,0.029478,0.018393,0.013745,0.019045,0.0090531,0.010156,0.0072793,0.011046,0.0073575,0.0067551,0.0078744,0.027267,0.015437,0.014498,0.023842,0.032686,0.013686,0.014766,0.016623,0.023221,0.0070431,0.0079725,0.0089776,0.015571,0.012837,0.0091597,0.0093523,0.006777,4
0.070979,0.051793,0.055803,0.07442,0.062723,0.045328,0.054073,0.084883,0.04081,0.018739,0.016486,0.014534,0.027635,0.016799,0.015419,0.027845,0.0063952,0.0097345,0.010948,0.013541,0.0053062,0.0054689,0.011698,0.028841,0.01404,0.013114,0.020939,0.034176,0.015906,0.012667,0.01943,0.021533,0.009733,0.010205,0.0074289,0.01217,0.013876,0.010393,0.0075252,0.0066641,4
0.081796,0.050436,0.055075,0.070464,0.063773,0.051097,0.049498,0.077861,0.049203,0.017233,0.016826,0.012026,0.030463,0.018929,0.013486,0.019491,0.0081015,0.010228,0.0080917,0.0091901,0.0073718,0.0058034,0.010403,0.027947,0.01537,0.013723,0.021771,0.033252,0.01339,0.014,0.016772,0.02247,0.0091217,0.0092517,0.0083857,0.015997,0.012547,0.012364,0.0088363,0.0079528,4
0.077802,0.056332,0.052304,0.067033,0.065435,0.055238,0.049949,0.075907,0.049117,0.021824,0.017479,0.013602,0.032103,0.020154,0.014821,0.021762,0.0082305,0.0092892,0.0078266,0.011643,0.0069609,0.005892,0.0095766,0.02713,0.01257,0.015636,0.018778,0.029982,0.014032,0.017582,0.01685,0.020861,0.0078846,0.0095818,0.00822,0.011806,0.012338,0.01161,0.0087014,0.006154,4
0.13169,0.021539,0.023965,0.087402,0.12586,0.023431,0.017577,0.068537,0.069975,0.0035271,0.0030438,0.0098848,0.069209,0.0052413,0.0015483,0.008143,0.021931,0.0052933,0.0063979,0.011522,0.02675,0.0057098,0.0038503,0.0069988,0.012411,0.0079641,0.012075,0.051836,0.014054,0.0095983,0.010491,0.045417,0.027377,0.0047546,0.0024481,0.014159,0.015842,0.0028812,0.0016877,0.0079783,5
0.12372,0.023093,0.026989,0.090146,0.12058,0.023489,0.019674,0.07231,0.064679,0.0053271,0.0054191,0.010278,0.064926,0.0077914,0.0033154,0.0076958,0.018323,0.0069984,0.0082589,0.014226,0.023235,0.0059819,0.0052144,0.0093885,0.010012,0.0056984,0.010853,0.046525,0.0095498,0.0070147,0.0092272,0.0436,0.030708,0.0050696,0.0024583,0.019116,0.022866,0.0027007,0.0019172,0.011626,5
0.12121,0.019678,0.027354,0.093702,0.12307,0.021324,0.020174,0.073482,0.057141,0.0034405,0.0043887,0.011335,0.060812,0.0056557,0.0024225,0.0084705,0.013807,0.003986,0.0082353,0.014566,0.018436,0.0038263,0.0041059,0.012474,0.017527,0.0067444,0.010851,0.041245,0.021168,0.008057,0.010339,0.035739,0.032736,0.0055071,0.0038791,0.026556,0.022659,0.0037853,0.0033063,0.016797,5
0.13188,0.024165,0.030111,0.08244,0.12573,0.025346,0.022949,0.057374,0.080275,0.0057982,0.0051571,0.012848,0.072252,0.0083297,0.0028303,0.011209,0.016562,0.0059125,0.0080335,0.015905,0.021982,0.0047534,0.0038418,0.011776,0.009489,0.0066151,0.011757,0.029717,0.012261,0.0083504,0.011931,0.022189,0.025558,0.0058395,0.0051632,0.023969,0.019237,0.0039127,0.0043465,0.0122,5
0.089095,0.022062,0.034737,0.13669,0.075824,0.023562,0.02645,0.091576,0.035973,0.0055118,0.0079037,0.0080707,0.028294,0.0085154,0.0052977,0.0061382,0.016365,0.0078005,0.015003,0.052583,0.016001,0.0072367,0.010524,0.041543,0.008725,0.0037562,0.0085473,0.044737,0.011087,0.0050212,0.0082908,0.027712,0.028032,0.0049936,0.0032826,0.031303,0.020442,0.0027887,0.0023375,0.016183,5
0.12099,0.025595,0.030598,0.091354,0.11551,0.027708,0.023593,0.064649,0.064316,0.0062729,0.0058788,0.0077776,0.063384,0.0086572,0.0036944,0.0079876,0.016965,0.007835,0.011317,0.026098,0.01958,0.0078754,0.0078452,0.019443,0.012782,0.0065123,0.010672,0.034326,0.014587,0.0083061,0.0098413,0.025493,0.026927,0.0049745,0.0027293,0.023152,0.017963,0.0028689,0.0022124,0.011726,5
0.13904,0.029057,0.033951,0.07367,0.12116,0.02828,0.023508,0.051344,0.078446,0.0091335,0.0080878,0.011448,0.085642,0.011882,0.0050576,0.0087811,0.017784,0.0072875,0.011129,0.017376,0.018849,0.0058033,0.0056953,0.008699,0.011309,0.0061744,0.011603,0.037794,0.008748,0.0074271,0.010427,0.026611,0.031495,0.0064615,0.0031309,0.0070534,0.0079162,0.0031676,0.0023285,0.0072521,5
0.063085,0.018808,0.049227,0.14686,0.046405,0.024893,0.03088,0.11984,0.025576,0.0029645,0.0079649,0.014189,0.022109,0.0058939,0.0037927,0.0087953,0.0062391,0.0024694,0.014467,0.030488,0.0083222,0.003553,0.0065594,0.019997,0.0058798,0.004679,0.018081,0.078799,0.0059037,0.008657,0.014756,0.06882,0.025389,0.0086947,0.0087142,0.023383,0.01007,0.006789,0.0057727,0.022232,5
0.092807,0.028143,0.040102,0.11635,0.079027,0.029677,0.024891,0.089006,0.050676,0.0072134,0.0078297,0.010155,0.045809,0.01081,0.0043573,0.0095438,0.009829,0.0065366,0.013732,0.034603,0.013776,0.006184,0.0077325,0.024767,0.0085864,0.0070001,0.012827,0.058002,0.0063663,0.0086539,0.009028,0.039898,0.023715,0.0073928,0.0057127,0.013587,0.013076,0.0040291,0.0037736,0.014797,5
0.092759,0.029793,0.041184,0.10666,0.073202,0.029881,0.03209,0.094429,0.060282,0.011372,0.0087097,0.0086611,0.049476,0.014476,0.007655,0.0085473,0.011775,0.007257,0.015145,0.030013,0.012775,0.00618,0.011098,0.031819,0.0085543,0.0056762,0.012925,0.063331,0.0077248,0.0062838,0.010247,0.049585,0.012148,0.0054877,0.0044048,0.0046569,0.0032262,0.0029414,0.0030893,0.0044776,5
0.11486,0.031445,0.042841,0.086641,0.099891,0.032702,0.030928,0.060694,0.075176,0.0088346,0.007486,0.012135,0.072984,0.012527,0.0042886,0.0092048,0.0084748,0.0070082,0.014864,0.02687,0.011048,0.0065695,0.010816,0.016995,0.0086755,0.0063178,0.014441,0.040205,0.0077176,0.0083927,0.011544,0.025315,0.02253,0.0092847,0.0060496,0.0074309,0.0081419,0.0052128,0.0042796,0.0091794,5
